"Num";"CNTY";"DIFF";"STATUS";"HECTARE";"ToF";"OWNLAND";"AGE";"HARVEST";"r1";"r2";"r3";"r4";"r5";"r6";"r7";"r8";"r11";"r12";"r14";"r17";"r18";"r19";"r21";"r22";"r24";"r28";"r30";"r32";"r36";"r37"
777;61;1;1;55;5;0;30;91;0,59;0,46;0,17;0,1;0,49;1,16;0,96;0,2;0,35;0,55;0,37;0,03;0,03;0,14;0,08;0,38;0,19;0,37;0,23;0,34;1,43;0,51
778;61;1;0;123;3;0;31;91;0,29;0,77;0,28;0,08;0,21;0,6;0,43;0,17;0,59;0,88;0,22;0,05;0,03;0,12;0,09;0,36;0,17;0,34;0,22;0,31;1,28;0,49
779;61;1;1;93;2;0;30;91;0,48;0,62;0,32;0,15;0,33;1,04;0,71;0,33;0,31;0,52;0,52;0,03;0,03;0,08;0,08;0,2;0,19;0,4;0,32;0,37;1,53;0,46
780;61;1;1;106;3;0;44;91;0,71;0,3;0,06;0,04;0,67;1,17;1,1;0,07;0,96;1,49;0,07;0,06;0,07;0,1;0,19;0,28;0,22;0,35;0,25;0,29;0,61;0,61
781;61;1;1;65;3;0;31;91;0,61;0,46;0,25;0,15;0,46;1,26;0,94;0,32;0,97;1,49;0,25;0,08;0,1;0,24;0,24;0,56;0,2;0,42;0,18;0,32;0,78;0,48
782;61;1;1;149;3;0;37;91;0,48;0,59;0,25;0,12;0,36;1,18;0,89;0,29;0,82;1,22;0,26;0,06;0,07;0,16;0,22;0,47;0,14;0,33;0,17;0,26;1,33;0,41
783;61;1;1;57;2;0;52;91;0,44;0,59;0,09;0,04;0,4;0,88;0,8;0,08;0,34;0,57;0,18;0,06;0,06;0,22;0,14;0,56;0,2;0,4;0,18;0,35;1,59;0,5
784;61;1;1;103;4;1;40;91;0,56;0,57;0,39;0,22;0,34;0,74;0,45;0,29;0,35;0,49;0,45;0,09;0,07;0,15;0,23;0,51;0,21;0,28;0,14;0,22;0,7;0,75
785;61;1;1;91;3;1;53;91;0,38;0,7;0,31;0,12;0,26;1,05;0,73;0,33;0,31;0,46;0,51;0,06;0,06;0,14;0,2;0,45;0,12;0,32;0,17;0,25;2,12;0,36
786;61;1;1;132;1;0;46;91;0,28;0,79;0,31;0,09;0,19;0,35;0,24;0,11;0,78;1,31;0,12;0,08;0,03;0,09;0,07;0,22;0,32;0,4;0,31;0,38;0,53;0,79
787;61;1;1;16;6;0;60;91;0,12;0,94;0,79;0,12;0,06;0,23;0,1;0,14;0,7;1,36;0,17;0,08;0,01;0,15;0,03;0,3;0,35;0,48;0,34;0,45;0,53;0,82
788;61;1;1;61;2;0;55;91;0,23;0,86;0,46;0,11;0,13;0,37;0,2;0,17;0,61;0,98;0,22;0,07;0,03;0,05;0,07;0,13;0,24;0,38;0,33;0,35;0,82;0,63
789;61;1;1;80;3;0;53;91;0,52;0,57;0,31;0,16;0,36;0,54;0,37;0,16;0,12;0,2;0,58;0,07;0,04;0,14;0,09;0,34;0,35;0,4;0,27;0,37;0,76;0,91
790;61;1;1;85;3;0;45;91;0,21;0,85;0,36;0,08;0,13;0,43;0,28;0,16;0,33;0,55;0,32;0,06;0,03;0,08;0,06;0,21;0,19;0,39;0,31;0,37;1,56;0,49
791;61;1;1;99;1;1;35;91;0,4;0,65;0,18;0,07;0,33;0,57;0,47;0,1;0,76;1,13;0,12;0,06;0,03;0,12;0,1;0,36;0,23;0,33;0,21;0,3;0,56;0,7
792;61;1;1;86;2;1;37;91;0,47;0,6;0,24;0,11;0,36;0,82;0,62;0,2;0,65;1,01;0,23;0,08;0,06;0,15;0,17;0,41;0,21;0,36;0,21;0,3;0,89;0,58
793;61;1;1;95;1;1;48;91;0,38;0,71;0,34;0,13;0,25;0,83;0,54;0,28;0,56;0,94;0,34;0,08;0,06;0,15;0,16;0,37;0,19;0,4;0,25;0,34;1,3;0,47
794;61;1;0;111;5;0;28;91;0,27;0,77;0,16;0,04;0,22;0,44;0,37;0,07;0,2;0,32;0,26;0,07;0,03;0,1;0,08;0,26;0,22;0,37;0,28;0,34;1,4;0,6
795;61;1;1;88;3;1;29;91;0,6;0,41;0,06;0,04;0,57;1,08;1,01;0,06;0,43;0,55;0,13;0,05;0,05;0,15;0,25;0,69;0,12;0,21;0,07;0,16;1,3;0,56
796;61;1;0;82;3;0;30;91;0,26;0,8;0,31;0,08;0,18;0,57;0,39;0,18;0,7;1,07;0,2;0,04;0,02;0,07;0,06;0,21;0,16;0,35;0,28;0,33;1,29;0,46
797;61;2;1;31;5;0;32;91;1,03;0;0,34;0,35;0,68;1,39;0,92;0,47;-0,19;-0,23;1,69;0,11;0,15;0,63;0,85;3,94;0,13;0,18;-0,39;0,03;1,08;0,74
798;61;2;1;56;6;0;40;91;0,61;0,91;0,79;0,57;0,06;1,04;0,1;0,97;-0,18;-0,24;1,23;0,12;0,15;0,44;0,58;1,69;0,15;0,26;-0,18;0,11;0,92;0,59
799;61;2;1;43;5;0;35;91;0,85;0,22;0,4;0,34;0,51;1,45;0,87;0,58;-0,45;-0,68;2,97;0,06;0,09;0,25;0,27;0,74;0,2;0,33;0,09;0,24;1,57;0,59
800;61;2;1;63;6;1;45;91;0,84;0,27;0,47;0,39;0,45;1,54;0,82;0,72;-0,32;-0,53;1,81;0,11;0,17;0,45;0,43;1,13;0,22;0,39;-0,05;0,22;1,43;0,55
801;61;2;1;70;3;1;42;91;0,87;0,2;0,35;0,31;0,56;2,09;1,35;0,74;0,36;0,49;0,67;0,11;0,23;0,28;0,85;1,04;0,11;0,27;-0,01;0,04;1,32;0,41
802;61;2;1;55;5;1;49;91;0,86;0,23;0,47;0,4;0,46;1,11;0,59;0,52;-0,3;-0,44;2,36;0,08;0,09;0,23;0,29;0,73;0,25;0,32;0,09;0,23;1,06;0,78
803;61;2;0;59;2;0;29;91;0,74;0,37;0,39;0,29;0,45;1,65;1;0,65;0,28;0,33;0,7;0,12;0,2;0,23;1,33;1,53;0,07;0,15;-0,08;-0,05;1,29;0,45
804;61;2;1;40;5;0;32;91;0,88;0,18;0,38;0,33;0,55;2,03;1,27;0,76;-0,38;-0,42;2,02;0,05;0,11;0,28;1,14;2,97;0,04;0,09;-0,19;-0,01;1,93;0,43
805;61;2;1;36;5;1;45;91;1,07;0;0,25;0,27;0,8;2,11;1,59;0,53;-0,22;-0,33;1,73;0,07;0,14;0,17;0,42;0,53;0,17;0,33;0,16;0,19;1,67;0,51
806;61;2;1;27;5;0;57;91;0,47;0,55;0,06;0,03;0,44;0,94;0,88;0,05;0,41;0,74;0,12;0,09;0,09;0,29;0,19;0,65;0,22;0,45;0,16;0,36;1,54;0,5
807;61;2;1;53;2;0;48;91;0,76;0,27;0,15;0,11;0,65;2;1,7;0,3;0,05;0,13;0,84;0,08;0,17;0,35;0,28;0,59;0,23;0,5;0,24;0,43;2,27;0,38
808;61;2;1;34;3;0;40;91;0,88;0,26;0,62;0,55;0,34;2,15;0,82;1,33;-0,25;-0,37;1,23;0,06;0,13;0,29;0,39;0,89;0,13;0,32;0,04;0,2;1,35;0,41
809;61;2;1;64;5;0;41;91;0,65;0,51;0,48;0,31;0,34;1,15;0,6;0,55;-0,07;-0,09;1,15;0,07;0,07;0,21;0,32;0,88;0,13;0,24;0,03;0,16;1,29;0,57
810;61;2;1;44;3;0;37;91;0,97;0,06;0,53;0,52;0,46;1,75;0,82;0,93;-0,13;-0,21;1,15;0,03;0,04;0,25;0,1;0,65;0,22;0,39;0,14;0,35;0,99;0,56
811;61;2;1;34;4;0;35;91;0,48;0,62;0,35;0,17;0,32;1,63;1,06;0,57;0,97;1,49;0,24;0,09;0,14;0,36;2,18;3,94;0,04;0,09;-0,3;-0,08;1;0,3
812;61;2;1;50;2;1;49;91;0,91;0,16;0,45;0,41;0,5;4,36;2,56;1,85;-0,21;-0,35;1,11;0,09;0,3;0,61;1,06;1,52;0,08;0,4;-0,21;-0,03;3,25;0,21
813;61;2;1;56;5;0;46;91;0,68;0,42;0,33;0,23;0,45;1,61;1,07;0,54;-0,15;-0,22;1,39;0,06;0,1;0,28;0,31;0,88;0,13;0,31;0,04;0,22;1,99;0,42
814;61;2;1;71;3;0;41;91;0,71;0,35;0,23;0,16;0,55;1,62;1,25;0,37;-0,12;-0,17;1,48;0,09;0,15;0,23;0,55;0,83;0,12;0,28;0,05;0,13;2,04;0,44
815;61;2;1;80;3;1;58;91;1,37;0;0,11;0,18;0,8;2,72;2,43;0,29;0,29;0,85;0,49;0,09;0,25;0,49;0,38;0,75;0,35;0,5;0,16;0,41;1,05;0,61
816;61;2;1;68;3;0;36;91;1,19;0;0,73;0,8;0,32;1,66;0,45;1,21;-0,12;-0,16;1,11;0,1;0,16;0,27;0,65;1,05;0,18;0,25;-0,01;0,09;0,53;0,72
817;61;2;1;48;5;0;32;91;0,89;0,16;0,33;0,29;0,6;1,23;0,83;0,4;0,02;0,02;0,95;0,05;0,06;0,15;0,93;2,44;0,05;0,09;-0,09;0;0,96;0,72
818;61;2;1;71;5;0;45;91;0,79;0,3;0,37;0,29;0,5;2,12;1,34;0,78;-0,54;-0,65;2,97;0,05;0,11;0,32;0,7;1,93;0,06;0,16;-0,15;0,05;2,46;0,37
819;61;2;1;110;1;0;40;91;0,9;0,1;0,06;0,05;0,8;1,62;1,52;0,09;0,54;1,08;0,15;0,05;0,08;0,15;0,16;0,3;0,28;0,5;0,35;0,42;1,15;0,56
820;61;2;1;93;3;0;47;91;1,05;0;0,49;0,52;0,53;2,1;1,06;1,04;-0,54;-0,78;2,1;0,1;0,21;0,46;0,68;1,5;0,15;0,31;-0,15;0,1;1,5;0,5
821;61;2;1;95;1;1;54;91;1,37;0;0,31;0,77;0,8;2,44;1,68;0,76;-0,45;-0,68;2,48;0,1;0,25;0,5;0,74;1,47;0,35;0,34;-0,16;0,09;0,67;0,91
822;61;2;1;69;2;0;47;91;0,76;0,36;0,42;0,32;0,44;1,55;0,89;0,65;-0,42;-0,59;2,83;0,08;0,12;0,27;0,43;0,94;0,14;0,29;0,02;0,16;1,81;0,49
823;61;2;0;111;3;1;38;91;1,32;0;0,64;0,8;0,48;1,63;0,59;1,04;-0,49;-0,62;1,88;0,11;0,18;0,41;0,83;1,87;0,18;0,22;-0,19;0,04;0,69;0,81
824;61;2;1;76;3;0;53;91;0,89;0,27;0,67;0,6;0,29;1,69;0,55;1,14;0,15;0,21;0,88;0,11;0,18;0,29;0,66;1,06;0,15;0,28;-0,02;0,09;0,6;0,53
825;61;2;1;50;3;0;43;91;1,01;0;0,79;0,8;0,21;1,15;0,24;0,91;-0,27;-0,4;1,42;0,11;0,13;0,63;0,41;2,14;0,28;0,32;-0,36;0,19;0,53;0,88
826;61;2;1;80;2;0;55;91;0,86;0,24;0,48;0,41;0,45;1,94;1,01;0,92;-0,14;-0,19;1,18;0,09;0,18;0,41;0,71;1,58;0,12;0,26;-0,15;0,08;1,47;0,44
827;61;2;1;142;3;0;49;91;0,96;0,1;0,56;0,54;0,42;1,77;0,78;0,99;-0,01;-0,01;1,01;0,09;0,17;0,25;0,5;0,77;0,18;0,33;0,08;0,17;0,87;0,54
828;61;2;1;37;3;0;43;91;1,37;0;0,72;0,8;0,49;4,36;2,56;1,85;-0,91;-1,16;2,97;0,06;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;3,22;0,21
829;61;2;1;83;5;0;42;91;1,12;0;0,48;0,54;0,58;4,36;2,56;1,85;-0,91;-1,16;2,73;0,03;0,11;0,59;1,12;3,94;0,04;0,1;-0,39;-0,01;3,25;0,21
830;61;2;1;57;3;1;48;91;1,35;0;0,37;0,5;0,8;2,86;1,8;1,06;-0,02;-0,03;1,02;0,09;0,26;0,55;1,36;2,86;0,09;0,19;-0,36;-0,07;1,09;0,47
831;61;2;1;88;1;1;53;91;1,17;0;0,67;0,79;0,39;1,49;0,49;1;-0,39;-0,62;1,64;0,1;0,15;0,27;0,39;0,72;0,29;0,37;0,1;0,23;0,66;0,79
832;61;2;0;97;3;0;33;91;0,74;0,5;0,64;0,48;0,26;1,5;0,54;0,97;-0,04;-0,05;1,04;0,09;0,14;0,3;0,44;0,93;0,16;0,32;0,02;0,18;1,11;0,49
833;61;2;1;102;1;0;44;91;0,64;0,78;0,79;0,54;0,1;0,74;0,12;0,63;-0,03;-0,04;1,05;0,08;0,06;0,15;0,19;0,49;0,26;0,3;0,15;0,24;0,56;0,86
834;61;2;1;59;6;0;33;91;0,73;0,4;0,43;0,31;0,41;2,51;1,42;1,08;0,13;0,12;0,89;0,07;0,17;0,25;2,18;3,94;0,04;0,09;-0,35;-0,1;2,24;0,29
835;61;2;0;166;5;0;30;91;0,85;0,26;0,51;0,43;0,42;1,74;0,86;0,88;-0,35;-0,49;1,65;0,04;0,07;0,14;0,26;0,48;0,14;0,29;0,15;0,21;1,51;0,49
836;61;2;1;91;3;0;37;91;1,07;0;0,34;0,36;0,71;1,75;1,16;0,59;-0,04;-0,06;1,08;0,11;0,2;0,32;0,72;1,2;0,17;0,27;-0,05;0,07;1,09;0,61
837;61;2;1;71;3;1;44;91;1,07;0;0,55;0,59;0,48;1,18;0,53;0,65;-0,09;-0,13;1,16;0,08;0,1;0,26;0,32;0,87;0,27;0,3;0,04;0,2;0,55;0,91
838;61;2;1;112;2;0;54;91;0,84;0,38;0,69;0,58;0,26;4,36;1,39;1,85;-0,91;-1,16;1,47;0,09;0,3;0,6;0,87;1,26;0,09;0,48;-0,13;0,06;3,25;0,21
839;61;2;1;61;6;0;32;91;0,51;0,54;0,19;0,1;0,42;2,18;1,77;0,41;0,51;0,77;0,45;0,05;0,11;0,37;0,34;1,09;0,08;0,34;-0,03;0,22;3,25;0,24
840;61;2;1;114;3;0;47;91;0,85;0,19;0,27;0,23;0,62;1,73;1,27;0,46;-0,16;-0,22;1,55;0,1;0,17;0,38;0,67;1,5;0,12;0,25;-0,13;0,08;1,73;0,49
841;61;2;1;87;1;0;44;91;0,92;0,15;0,46;0,42;0,49;2,4;1,29;1,11;-0,89;-1,16;2,97;0,12;0,29;0,63;0,87;2,35;0,13;0,33;-0,39;0,04;2,4;0,38
842;61;2;1;91;3;0;50;91;0,92;0,17;0,6;0,55;0,37;0,99;0,4;0,59;-0,21;-0,29;1,56;0,12;0,12;0,5;0,47;1,96;0,24;0,25;-0,24;0,14;0,69;0,91
843;61;2;1;149;3;0;46;91;0,65;0,48;0,42;0,28;0,38;1,72;0,99;0,73;-0,25;-0,32;1,53;0,07;0,12;0,25;0,57;1,18;0,08;0,21;-0,04;0,09;2,16;0,38
844;61;2;1;75;1;0;39;91;1,34;0;0,6;0,8;0,54;4,36;2,56;1,85;-0,91;-1,16;1,79;0,11;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;3,25;0,21
845;61;2;1;44;2;0;32;91;0,88;0,28;0,65;0,57;0,31;2,16;0,76;1,4;-0,88;-1,16;2,72;0,1;0,22;0,47;0,35;0,76;0,25;0,5;0,15;0,4;1,95;0,41
846;61;2;0;112;3;0;30;91;0,69;0,51;0,58;0,4;0,29;1,08;0,46;0,63;-0,21;-0,25;1,51;0,06;0,07;0,15;0,47;1,04;0,09;0,14;-0,01;0,08;1,15;0,64
847;61;2;1;88;3;0;29;91;1,37;0;0,49;0,8;0,8;2,33;1,19;1,13;-0,91;-1,16;2,97;0,09;0,2;0,36;0,82;1,47;0,22;0,25;-0,12;0,04;0,9;0,9
848;61;2;1;63;1;0;28;91;1,37;0;0,46;0,64;0,75;1,45;0,78;0,67;-0,35;-0,48;2,14;0,06;0,09;0,19;0,36;0,74;0,25;0,26;0,07;0,16;0,72;0,91
849;61;2;1;100;2;1;51;91;1,04;0;0,67;0,7;0,34;2,19;0,72;1,47;-0,71;-0,94;1,94;0,09;0,21;0,26;0,85;1,08;0,12;0,24;-0,02;0,04;1,35;0,47
850;61;2;0;95;5;0;28;91;0,58;0,55;0,41;0,24;0,35;1,12;0,67;0,46;-0,14;-0,23;1,46;0,06;0,07;0,29;0,18;0,8;0,19;0,36;0,07;0,3;1,61;0,52
851;61;2;1;84;4;0;39;91;0,83;0,22;0,28;0,23;0,6;1,58;1,14;0,45;0,19;0,29;0,7;0,05;0,08;0,13;0,22;0,39;0,18;0,34;0,2;0,26;1,27;0,52
852;61;2;1;62;6;0;50;91;0,35;0,74;0,36;0,13;0,23;4,36;2,56;1,85;-0,91;-1,03;1,42;0,03;0,3;0,57;2,18;3,94;0,04;0,09;-0,39;-0,1;3,25;0,21
853;61;1;1;63;3;0;38;92;0,61;0,51;0,38;0,23;0,38;1,29;0,81;0,49;-0,01;-0,01;1,02;0,04;0,06;0,17;0,13;0,39;0,2;0,43;0,26;0,37;1,66;0,47
854;61;1;1;31;5;0;53;92;0,16;0,87;0,19;0,03;0,13;0,28;0,23;0,05;0,2;0,39;0,21;0,06;0,02;0,06;0,04;0,13;0,28;0,5;0,38;0,45;1,53;0,56
855;61;1;1;47;2;0;41;92;0,5;0,53;0,11;0,06;0,44;0,88;0,78;0,1;0,28;0,44;0,26;0,05;0,04;0,11;0,11;0,31;0,21;0,36;0,25;0,32;1,38;0,57
856;61;1;1;33;2;0;35;92;0,36;0,65;0,06;0,02;0,35;0,6;0,57;0,04;0,5;0,84;0,07;0,08;0,05;0,63;0,12;2,25;0,25;0,41;-0,39;0,36;1,14;0,6
857;61;1;1;34;5;0;33;92;0,25;0,78;0,14;0,04;0,21;0,74;0,63;0,11;0,97;1,49;0,07;0,04;0,03;0,07;0,05;0,13;0,17;0,5;0,38;0,45;1,19;0,33
858;61;1;1;37;5;0;32;92;0,29;0,72;0,07;0,02;0,27;0,67;0,62;0,05;0,92;1,49;0,07;0,05;0,03;0,08;0,06;0,15;0,22;0,5;0,38;0,45;1,3;0,44
859;61;1;1;35;5;0;45;92;0,26;0,75;0,06;0,02;0,25;0,52;0,5;0,04;0,3;0,6;0,08;0,04;0,02;0,09;0,05;0,18;0,25;0,5;0,38;0,45;1,7;0,49
860;61;1;0;60;2;0;28;92;0,29;0,74;0,16;0,05;0,25;0,64;0,54;0,1;0,56;0,91;0,15;0,06;0,04;0,08;0,09;0,21;0,18;0,39;0,31;0,35;1,53;0,46
861;61;1;1;39;5;0;30;92;0,68;0,34;0,08;0,05;0,62;1,43;1,32;0,11;0,8;1,17;0,12;0,03;0,04;0,11;0,11;0,35;0,15;0,32;0,2;0,28;1,21;0,47
862;61;1;1;47;5;1;58;92;0,12;0,94;0,63;0,06;0,06;0,23;0,1;0,08;0,21;0,36;0,26;0,03;0,01;0,05;0,03;0,12;0,32;0,4;0,36;0,4;0,95;0,81
863;61;1;0;82;3;0;40;92;0,25;0,84;0,41;0,1;0,14;0,34;0,2;0,14;0,19;0,31;0,42;0,07;0,02;0,09;0,06;0,23;0,28;0,39;0,3;0,36;1,06;0,72
864;61;1;1;37;5;0;41;92;0,18;0,86;0,24;0,04;0,14;0,39;0,3;0,09;0,16;0,28;0,37;0,05;0,02;0,12;0,04;0,26;0,21;0,45;0,33;0,43;1,89;0,47
865;61;1;1;123;3;0;37;92;0,7;0,35;0,19;0,14;0,57;1,11;0,9;0,22;0,25;0,43;0,47;0,06;0,07;0,25;0,15;0,57;0,27;0,43;0,19;0,37;1,12;0,63
866;61;1;1;53;2;0;48;92;0,22;0,79;0,06;0,02;0,21;0,46;0,45;0,04;0,31;0,53;0,07;0,08;0,04;0,09;0,08;0,21;0,2;0,42;0,33;0,38;1,78;0,48
867;61;1;1;69;5;0;43;92;0,27;0,8;0,33;0,09;0,18;0,38;0,26;0,13;0,13;0,21;0,49;0,08;0,03;0,08;0,08;0,22;0,26;0,36;0,28;0,33;1,15;0,71
868;61;1;0;80;5;0;56;92;0,5;0,85;0,79;0,41;0,09;0,43;0,1;0,36;-0,06;-0,08;1,2;0,04;0,02;0,05;0,07;0,15;0,26;0,22;0,19;0,21;0,58;0,91
869;61;1;1;75;3;0;36;92;0,12;0,94;0,7;0,07;0,06;0,23;0,1;0,13;0,52;0,82;0,2;0,05;0,01;0,05;0,03;0,15;0,21;0,37;0,31;0,36;1,1;0,57
870;61;1;1;107;3;0;37;92;0,35;0,8;0,53;0,19;0,16;0,47;0,22;0,25;0,31;0,5;0,45;0,04;0,02;0,08;0,05;0,21;0,28;0,38;0,3;0,36;0,79;0,74
871;61;1;1;60;5;0;38;92;0,35;0,67;0,09;0,03;0,32;0,93;0,84;0,09;0,5;0,77;0,15;0,04;0,04;0,12;0,11;0,34;0,13;0,35;0,23;0,31;2,04;0,38
872;61;1;1;54;5;0;32;92;0,23;0,78;0,06;0,02;0,22;0,48;0,45;0,04;0,97;1,49;0,07;0,1;0,05;0,16;0,09;0,31;0,25;0,5;0,36;0,45;0,79;0,47
873;61;1;1;90;4;0;51;92;0,32;0,88;0,71;0,23;0,1;0,42;0,12;0,3;0,27;0,38;0,52;0,04;0,02;0,07;0,06;0,26;0,21;0,27;0,2;0,25;0,73;0,77
874;61;1;1;177;1;1;46;92;0,33;0,69;0,08;0,03;0,31;0,5;0,46;0,04;0,57;1,03;0,07;0,08;0,04;0,14;0,09;0,32;0,3;0,45;0,31;0,41;0,9;0,67
875;61;1;1;58;2;0;40;92;0,2;0,85;0,33;0,07;0,14;0,44;0,3;0,15;0,31;0,49;0,32;0,09;0,04;0,15;0,11;0,42;0,17;0,37;0,21;0,33;1,72;0,46
876;61;1;1;121;3;0;40;92;0,59;0,45;0,18;0,11;0,49;0,86;0,71;0,15;0,18;0,29;0,46;0,08;0,07;0,18;0,19;0,47;0,26;0,38;0,2;0,31;1,11;0,69
877;61;1;1;152;1;0;35;92;0,35;0,69;0,18;0,06;0,29;0,53;0,43;0,09;0,5;1,17;0,16;0,12;0,07;0,19;0,12;0,33;0,35;0,5;0,38;0,45;0,9;0,67
878;61;1;1;78;3;1;53;92;0,12;0,94;0,36;0,03;0,06;0,27;0,17;0,1;0,97;1,49;0,08;0,06;0,02;0,05;0,03;0,12;0,17;0,48;0,38;0,45;1,7;0,35
879;61;1;1;83;2;0;55;92;0,19;0,88;0,43;0,08;0,11;0,26;0,15;0,11;0,28;0,49;0,28;0,06;0,02;0,05;0,04;0,12;0,31;0,42;0,37;0,41;0,96;0,74
880;61;1;1;85;3;0;45;92;0,35;0,7;0,22;0,08;0,28;0,57;0,44;0,13;0,44;0,71;0,22;0,08;0,05;0,16;0,12;0,42;0,24;0,38;0,22;0,33;1,04;0,62
881;61;1;0;127;3;0;38;92;0,24;0,82;0,29;0,07;0,17;0,37;0,26;0,11;0,4;0,61;0,22;0,06;0,02;0,09;0,06;0,26;0,22;0,35;0,26;0,33;1,06;0,64
882;61;1;1;86;2;0;46;92;0,12;0,94;0,74;0,04;0,06;0,23;0,1;0,08;0,42;0,59;0,16;0,03;0,01;0,05;0,03;0,12;0,14;0,28;0,27;0,28;1,58;0,48
883;61;1;1;65;3;1;63;92;0,18;0,88;0,38;0,07;0,11;0,37;0,23;0,14;0,8;1,1;0,15;0,08;0,03;0,08;0,1;0,3;0,14;0,27;0,19;0,24;1,05;0,5
884;61;1;1;52;2;1;45;92;0,64;0,37;0,06;0,02;0,63;1,41;1,37;0,04;0,38;0,49;0,08;0,05;0,08;0,19;0,33;0,82;0,1;0,23;0,04;0,15;1,79;0,46
885;61;1;1;80;1;0;59;92;0,12;0,94;0,79;0,08;0,06;0,23;0,1;0,07;0,39;0,67;0,16;0,12;0,18;0,31;0,44;0,75;0,35;0,41;0,1;0,23;0,53;0,91
886;61;1;1;144;3;1;48;92;0,14;0,92;0,46;0,06;0,07;0,26;0,14;0,12;0,62;0,99;0,16;0,05;0,01;0,05;0,04;0,14;0,2;0,38;0,33;0,36;1,16;0,53
887;61;1;1;87;3;0;40;92;0,32;0,72;0,17;0,05;0,27;0,58;0,49;0,1;0,44;0,76;0,18;0,06;0,04;0,12;0,09;0,29;0,23;0,42;0,3;0,38;1,27;0,55
888;61;1;1;55;5;0;30;92;0,55;0,47;0,09;0,05;0,5;1;0,91;0,09;0,61;1,08;0,12;0,03;0,01;0,09;0,03;0,2;0,24;0,43;0,35;0,42;1,12;0,55
889;61;1;0;123;3;0;31;92;0,22;0,81;0,17;0,04;0,18;0,41;0,34;0,07;0,53;0,87;0,12;0,07;0,03;0,12;0,07;0,31;0,21;0,4;0,27;0,37;1,27;0,54
890;61;1;1;93;2;0;30;92;0,41;0,7;0,38;0,15;0,25;0,83;0,52;0,31;0,28;0,52;0,53;0,04;0,03;0,1;0,07;0,21;0,23;0,47;0,37;0,43;1,46;0,49
891;61;1;1;106;3;0;44;92;0,75;0,27;0,07;0,05;0,69;1,19;1,11;0,08;0,97;1,49;0,08;0,05;0,07;0,12;0,15;0,27;0,27;0,44;0,32;0,37;0,53;0,63
892;61;1;1;65;3;0;31;92;0,62;0,46;0,27;0,17;0,45;1,29;0,93;0,35;0,72;1,11;0,33;0,09;0,12;0,39;0,34;1,13;0,17;0,35;-0,05;0,23;1;0,48
893;61;1;1;149;3;0;37;92;0,42;0,66;0,3;0,13;0,29;0,82;0,57;0,24;0,82;1,45;0,23;0,08;0,07;0,22;0,15;0,51;0,22;0,44;0,21;0,37;0,89;0,51
894;61;1;1;57;2;0;52;92;0,43;0,61;0,16;0,07;0,36;0,74;0,63;0,12;0,27;0,47;0,3;0,08;0,06;0,37;0,14;0,88;0,24;0,43;0,05;0,37;1,36;0,58
895;61;1;1;103;4;1;40;92;0,62;0,45;0,25;0,16;0,46;1,05;0,78;0,27;0,35;0,45;0,43;0,06;0,06;0,12;0,28;0,52;0,13;0,22;0,11;0,16;1,07;0,59
896;61;1;1;91;3;1;53;92;0,33;0,69;0,09;0,03;0,3;0,89;0,8;0,08;0,57;0,89;0,13;0,07;0,06;0,18;0,17;0,49;0,14;0,36;0,19;0,3;2,01;0,38
897;61;1;1;132;1;0;46;92;0,31;0,74;0,24;0,07;0,24;0,34;0,26;0,08;0,64;1,05;0,11;0,08;0,03;0,09;0,07;0,23;0,35;0,39;0,3;0,37;0,53;0,91
898;61;1;1;16;6;0;60;92;0,12;0,94;0,79;0,02;0,06;0,23;0,1;0,04;0,97;1,49;0,07;0,12;0,17;0,49;0,51;1,45;0,12;0,34;-0,15;0,16;1,05;0,35
899;61;1;1;61;2;0;55;92;0,19;0,84;0,18;0,03;0,16;0,32;0,26;0,06;0,65;0,99;0,08;0,11;0,04;0,11;0,1;0,33;0,21;0,34;0,23;0,31;0,95;0,61
900;61;1;1;80;3;0;53;92;0,45;0,67;0,38;0,17;0,28;0,58;0,36;0,22;0,17;0,25;0,57;0,07;0,04;0,13;0,12;0,41;0,25;0,32;0,19;0,29;0,91;0,77
901;61;1;1;85;3;0;45;92;0,25;0,79;0,21;0,05;0,2;0,52;0,41;0,11;0,32;0,63;0,25;0,06;0,03;0,09;0,07;0,18;0,24;0,48;0,38;0,45;1,61;0,49
902;61;1;1;99;1;1;35;92;0,3;0,75;0,19;0,06;0,24;0,38;0,31;0,07;0,8;1,45;0,08;0,05;0,02;0,11;0,04;0,25;0,35;0,45;0,34;0,43;0,53;0,78
903;61;1;1;86;2;1;37;92;0,46;0,61;0,26;0,12;0,34;1,09;0,81;0,28;0,97;1,49;0,22;0,05;0,05;0,24;0,14;0,62;0,17;0,39;0,15;0,33;1,06;0,43
904;61;1;1;95;1;1;48;92;0,36;0,68;0,15;0,05;0,31;0,65;0,56;0,1;0,6;0,99;0,14;0,1;0,06;0,16;0,16;0,39;0,22;0,4;0,24;0,33;1,12;0,55
905;61;1;0;111;5;0;28;92;0,24;0,81;0,24;0,06;0,18;0,39;0,3;0,1;0,32;0,49;0,23;0,05;0,02;0,09;0,05;0,25;0,22;0,35;0,27;0,33;1,21;0,62
